repo,reponame,commit_hash
TencentARC/MotionCtrl,MotionCtrl,6242d55414d3f4ad690bf0934889660f78e81b6e
ubc-vision/nf-soft-mining,nf-soft-mining,8d58b83a1aab4568abf5fabc59ea31444e9a62e4
worldcoin/open-iris,open-iris,bb65438e9e8c3ca52418c4d62fa2509da524af8f
hahnyuan/ASVD4LLM,ASVD4LLM,863042743edb4c0dcc512a45534dea07df16b140
OpenBMB/XAgent,XAgent,3619c25855f878481ddb893709c1e30d76aff794
Cocon-Se/gpyrobotstxt,gpyrobotstxt,99ebead3dc7168820f9db026e28aa3f0618a7569
emdgroup/baybe,baybe,7c368734043843ef253614576cdb6ba1b5dfa97e
turingmotors/openlenda,openlenda,ab49eb47c577dae1e840f0280a5a41060ec7480e
Graph-COM/GDL_DS,GDL_DS,8acf7a9b99dd415b9a902da5f3a4d01038bf6423
kwonathan/language-models-trajectory-generators,language-models-trajectory-generators,f4f32847dc963180b2efb69031d4978567c7d61e
mihirp1998/Diffusion-TTA,Diffusion-TTA,eedeb6e01f358e5645ecbcf42fdb4b3e7b1a9917
facebookresearch/verde,verde,6747859914024647d884445995ccdd8994293eb6
Jisencc/yolov5_dual_weighting,yolov5_dual_weighting,44ea89978c110a99f4218c3e513ded3bf7e07597
NVlabs/handover-sim2real,handover-sim2real,8faf89114a71b8bf898c64827b52ae7b7cf2879c
PlaxtonFlarion/NexaFlow,NexaFlow,3c35e4d8cad83753ca7f8ecb53b0a54b6c2b07fb
eCrimeLabs/cratos-fastapi,cratos-fastapi,943e1e8f5aeb1a8292777e2d7e4a9065362d4df7
xuefeng-zhu5/SPT,SPT,c6a82c86ea95bc8a1395e0d598ab6e34dd44b44f
MolecularAI/REINVENT4,REINVENT4,308d3ff9c6f00ef2205bcba0b5f7a273158d09e6
nv-tlabs/trace,trace,594b2af0824c5853e1a1884e167cd5ed097dd81c
corl-team/xland-minigrid,xland-minigrid,a46e78ce92f28bc90b8aac96d3b7b7792fb5bf3b
namin/llm-verified-with-monte-carlo-tree-search,llm-verified-with-monte-carlo-tree-search,385d3f572c68ae86398195a273bf704a1281ce33
htyao89/Textual-based_Class-aware_prompt_tuning,Textual-based_Class-aware_prompt_tuning,bd97bec6bd4901baaf318e9e8f073f618d12066e
cvlab-yonsei/RankMixup,RankMixup,e5dc77f49c323f9326857aac5782b54e3da56076
lchen1019/Image_Cropper,Image_Cropper,8cb94c91261128cea949a4579071084e8e192eea
LiyaoTang/ERDA,ERDA,819c4c671be2169634dd1d59507de3340864f154
gh-PonyM/textual-jsonschema-form,textual-jsonschema-form,a7e7b2f9a750caa8c0bd931797b10fac53519655
CPES-Power-and-Energy-Systems/interoperable-recommender-tso,interoperable-recommender-tso,26b833fa890dab369959b27341c3987dfaa69844
mikacuy/PL-NeRF,PL-NeRF,e4f647429bf0e569c62b45305344ec81210d2718
EnVision-Research/DDSM,DDSM,9e15f463fa7584e60fa293d1fa21c2a729c5db23
artificial-scientist-lab/XLuminA,XLuminA,26dd3314b425dd0e8ea3f3018008b7cd98f45cc0
mlpc-ucsd/MasQCLIP,MasQCLIP,2c21df65385b7a5f7ee586919116c0db8cf3a515
interpretml/LLM-Tabular-Memorization-Checker,LLM-Tabular-Memorization-Checker,7dbeaac57884c57806b026b955cc68f3da754171
lucidrains/meshgpt-pytorch,meshgpt-pytorch,672d921d733ea5f05f5d0724efbbf2ab88440981
falesiani/torch_ga,torch_ga,0ae30cf7b0ea179a0022db1dc9c2e1d6adfdc7e7
WangWenhao0716/ViT4ICD,ViT4ICD,9db39b30b2d8055d368c361bce92176b749842ab
openmedlab/SAM-Med3D,SAM-Med3D,bd7d1620df0f85fade74aa9e44262de953b559f1
NOrangeeroli/SecondPose,SecondPose,89725402284c3478a217bf7c8806985f58aab287
In-Network-Machine-Learning/QCMP,QCMP,04eec0d46e24e47adcf39b62d036c4ee1b4ece05
JiahuiLei/GART,GART,16c11f8a5bb3ae249a9d04dc9d98c316e10f1126
AdFiFi/D-FaST,D-FaST,8d9bfcde09c479c4d4cb25365ab9936bd4cacad5
gydpku/PPTC,PPTC,277f56ffc548ce51024d5cc7c0607aeb49b584b8
centrifugal/grand-chat-tutorial,grand-chat-tutorial,61feb25f1ff32de4f71b5e637b592575303227c0
marmotlab/Context_Aware_Navigation,Context_Aware_Navigation,0f4b14e48ee746d147cdb323a59acb679a3c7f60
tomguluson92/cloth2tex,cloth2tex,f7987d7b0c372673707ea76449572bda2fc63182
ej0cl6/TextEE,TextEE,25d5dcacdd748ed7bdbbdffbde0f628adc6704ba
microsoft/promptbase,promptbase,bf5d0dcc7f92650e50f351bf3878efbeb6dae385
JeasunLok/ResNet-pytorch,ResNet-pytorch,b6ef0410ed53adbcbef50035c9afdf47b95db605
inferigang/breads,breads,bf48a6dc27e834b19fa7f9f4be0dc023839dac02
pdelboca/django-dcat,django-dcat,210855fdbd77c88f21df4bda6cc2f9b536e1e2aa
RosettaCommons/AF2_peptide_hallucination,AF2_peptide_hallucination,a4846ac585b7903829a62c030150aaa2b57085e0
MaxDude132/django-register-field,django-register-field,34e4cdea0e2e41b68bcbacc1c156a693bc7e74d7
LiYunfengLYF/LightFC,LightFC,97dc3405ec8e8c5ad3d3ad95cae7f12e4f17b5b0
ml-explore/mlx-examples,mlx-examples,1bc3476a46d8d8e6bf7f2cb17570c2b7a26eafd0
QgZhan/ESVAE,ESVAE,8c3746165d91964ad9380852ca16c9392fb8528b
Ananya2001-an/spotify-py-sdk,spotify-py-sdk,2640b58ab025f8a7b9d46db7583f9df84196f3a8
fofr/cog-sdxl-multi-controlnet-lora,cog-sdxl-multi-controlnet-lora,d74a222795c17f3d1f05f4ace5293cecde4f608b
zengydd/ProphDR,ProphDR,f70ef6607ac113a9d88318a9304dd9bcf19879f7
Mirascope/mirascope,mirascope,f8e5f14ec3eb6875a865b6ae3d9e0a59f110c0f2
eliphatfs/zerorf,zerorf,b46653ea823a4b7634c839877dfa739330fc2dfd
disler/multi-agent-postgres-data-analytics,multi-agent-postgres-data-analytics,b1bfdbb4d798eb0cd8b39066d04717874ee68158
IEIT-Yuan/Yuan-2.0,Yuan-2.0,2f59b3f5ba118c4c483e82f827fdc3a1803e5e54
zorazrw/filco,filco,4fe80c6a9c5dbd6aab8b12c8c0f31533050d0ec7
amirzandieh/HyperAttention,HyperAttention,aa5bb4572088dfa23c206a83a4388310ea791272
lxbme/TSPLifesaver,TSPLifesaver,d4a0e532fafb6388a0f812c26f22b1f28a6dd3a7
amazon-science/instruct-video-to-video,instruct-video-to-video,6a51b4865d74e41797c74fa216017a272b13a524
dtiesling/flask-muck,flask-muck,907a688de9d029e7a545c8ed498edb6fb514607a
VinAIResearch/MISCA,MISCA,0bc4885d2652c33834c87f8ea7b1e15c7a0a6609
forefy/eburger,eburger,3ed48ead36cf3afdb31f2b7a48277512d1bb85c6
awslabs/optimizing-multitask-training-through-dynamic-pipelines,optimizing-multitask-training-through-dynamic-pipelines,d8666ad4e112d0241cb7fc025ce9bea72c32b924
e4s2023/E4S2023,E4S2023,c9acd158d65f618f2f4f4050fa30831a39bed675
cumulo-autumn/StreamDiffusion,StreamDiffusion,b623251dc055e1fd858d53509aa43e09dfc5cdc0
seriaati/hoyo-buddy,hoyo-buddy,83cf17a1642c836376e9534d7e68274ab1a2ca28
open-mmlab/Amphion,Amphion,f25ba323234031d6310bcbecbed57bb09fe5fb45
taikinman/langrila,langrila,c8c3926ecbdbd34a4304c1a1ff0acf412cb65bb8
hl123-123/yiyan-ppt,yiyan-ppt,68cc8f438251f8eb24735e139d6f70bb1e27c0bf
Gryphe/MergeMonster,MergeMonster,e590b70b7eaf062d43388d43f83a9900691ed4dc
hsouri/bob-classification,bob-classification,19a93cdeedc422e0855b705da492280001aa957d
ymp5078/AI-SAM,AI-SAM,29b1a961c4927e841e22579b376fe4f8480786e5
crystallee-ai/controlGIF,controlGIF,298743b8454192d2ecf0de74d2adabfb37fe1047
jinxixiang/magic_animate_unofficial,magic_animate_unofficial,a6f8c8d37cbc5c30a0c5950fb52d60d5b5cdf645
gunyu1019/async-client-decorator,async-client-decorator,d726819a84a9873b43c92c6ad11eb5fcf6e98751
video-db/videodb-python,videodb-python,1ab1e40bb2d67d8eb4aaf441e2859f84b88cb4ae
Psycoy/EasyLiterature,EasyLiterature,84ee3e8731430756c3b464d5906c8a1c4378e862
NormXU/nougat-latex-ocr,nougat-latex-ocr,d735d3a31bfd0cd48a020e01c5233a9154c6d4c2
liuhuang31/HiFTNet-sr,HiFTNet-sr,2aaf7bcf80650ca1430e508d190d5d39a204b9d2
DQiaole/FlowDiffusion_pytorch,FlowDiffusion_pytorch,f834a1e8d70ec6999a976bc2ada11aa142b6bb1b
0xn0ne/sensitive-helper,sensitive-helper,ca53bb266b8ad57709790ed1b5a75153fe3f1291
gauravsdeshmukh/ChemGCN,ChemGCN,68528726f3de21b0e77de79c14b7691110c82607
elephantmipt/real_lru,real_lru,621be3887f59a98e4d618b71ea25fcc5f32506cd
ChenyangGao/python-epub3,python-epub3,3f06d5d23fe7f71a85014623336a61d51f2f582a
LAION-AI/Discord-Scrapers,Discord-Scrapers,7389d351d6772c99277f68560085da2edf2b0601
Czm369/MixPL,MixPL,9f2176a3e4df8bcc12e8dc0be2e62decbaae9781
dvlab-research/LLaMA-VID,LLaMA-VID,b3d3ae2b1c116c1c0ce364197609133fa3df2d9b
dubverse-ai/MahaTTS,MahaTTS,9d45f75e74de8f6b5e6458be52cfc3a21cfd4435
uysalserkan/url-shorter,url-shorter,dffc3d226cff827cb583b5ae63aaed8f3b0e42b6
dazhangyu123/ACMIL,ACMIL,ffa6fe8c5810ffb0fe6633f90d6fcd182a66f1e9
VRSEN/agency-swarm,agency-swarm,43f4943ece2d332cb43d11a12b473741185caf5f
shentianxiao/FiLM,FiLM,ca22c9fe51786b6b5544deb7b418969afb26eaf3
TimZhang001/Defect_GAN-PyTorch,Defect_GAN-PyTorch,6af9f300601f60937da13ab692baa2f8aea60bba
convidev-tud/driftool,driftool,4057e87c4b83ba7503d6235fc0868771f618721e
jdejaegh/irm-kmi-ha,irm-kmi-ha,f729d59d9fde9bdcfca11ec839097844b9cfde88
phucnt1992/azure-well-architected-framework-mindmap,azure-well-architected-framework-mindmap,e81aac074eccce341f7cba724724a16e2bbb09dd
vTuanpham/Large_dataset_translator,Large_dataset_translator,f837592ffc8fc87c445de33be24983a023e1def1
yeyingdege/ctr-din-pytorch,ctr-din-pytorch,2b79b918fe7345340eed215674722dc0f423f2d2
yuanxy92/DANTE,DANTE,5c179ef1eb463957aa09e672b28b544213649ad7
FoundationVision/GLEE,GLEE,f36a49e88c8f02e19cdc3b3f7563a7dd80fc7ffe
nomad-vagabond/cq-uav,cq-uav,6e33e39f3a854b85e225d9898209e8e6749094b8
YaoFANGUK/video-subtitle-remover,video-subtitle-remover,9f9cded1ff8af134e399558aafa4646c1dae363c
doodledood/chat-flock,chat-flock,1d60870c7765d67a6cff791df8391fdd35c1a670
audioshake/alt-eval,alt-eval,ff18f320c4c267dcdba72dda5a68ef6e43541339
allisson/pysqsx,pysqsx,2a14284f0a7e8bce8d211275fba7fd77f285c1ef
fleet-ai/context,context,9df46c4183d78bdd2160dc60e08a167a98efb981
jobless-devs/Jobhub,Jobhub,6261b6ee220de6922d1b42a9e3272c8fa66d4475
solovieff/kibernikto,kibernikto,099f88364169bbb63d7f2c24f24af8b453dae2b6
alm0ra/mockafka-py,mockafka-py,38be923b3d68d57b2c7222557cfe23f5c5c17dd5
SKYeve/Transcript-Combiner,Transcript-Combiner,503fa37a54914da773316d8926ad445f2ace2dd1
tobagin/whakarere,whakarere,e21cb74292256530b269704b6d58ddc1006a6425
WilianZilv/streamlit_superapp,streamlit_superapp,da1fa5ed385a042fc10156bba83b66619bf58153
Q-Future/Q-Align,Q-Align,49232f6b9b6a462a26cf3083cfec2a7b494d2ec9
L1bra1/WeakMotion,WeakMotion,6e1b18f7e423b412756c4f587ae49bc5dff81978
Hojagulyyev/rp2,rp2,0a9f6112247553e58553a98f813b07cd3c40bcc2
iboraham/assistant-gpt-cli,assistant-gpt-cli,08e5eb10ffb23e8d2b077d851102a01385cdf906
JingHao99/IDR-Ingredients-oriented-Degradation-Reformulation,IDR-Ingredients-oriented-Degradation-Reformulation,0fbeb88fbc625ba82f811f207b4a973197914aad
xtudbxk/TMP,TMP,401d4334822145010b04de772742342a0c78283a
datrocity/pond,pond,cb4f299d9fcfe2c034f238b86f9a1a23e4c58d93
ChatClue/ChatClue,ChatClue,65281c21beddb89e3c816ea947b68ab7567f5d15
4darsh-Dev/AyurVichar,AyurVichar,007389c8340df6e3e8aba2f758b957eec1496052
inngest/inngest-py,inngest-py,2406963a447f62aa054c95e4898a064cd060b525
EntySec/SeaShell,SeaShell,c49ffec98a607c773eaa1964a5c256ec9ebd404e
nexB/dejacode,dejacode,02e5f56e65859d62f98104dc86263bf75180ee58
EricGuo5513/momask-codes,momask-codes,94a6636c9c463b7a9414c3401a6f1b67e6c51824
PopicLab/insilicoSV,insilicoSV,a57066176ad75ad01c4d5d28e0b89b2bf2d56b25
altfoxie/ha-sberdevices,ha-sberdevices,d23a713e212c118093d3a053dcbe09eb10079274
open-compass/T-Eval,T-Eval,58f22406404d7e2a4f36856a19c7f4dc28a0a5f0
Zuricho/chroma_pipeline,chroma_pipeline,f4637cde8365df0d08b4fcc9c2e41ada83e3d324
ManiMozaffar/PydKit,PydKit,967338fc49350c4d5383f8ed13595ddc568a6f2e
camenduru/Video-LLaVA-hf,Video-LLaVA-hf,4cee86ac017db3a69433dd682122932fb91e3f07
laike9m/Python-Type-Challenges,Python-Type-Challenges,1b6406f3f3ee18bddda6e566f10f1b76f8d84ef9
WooJin-Cho/Hyper-LR-PINN,Hyper-LR-PINN,21ef4e227038fae1e72ddf3dbde8af984f79486e
choosewhatulike/trainable-agents,trainable-agents,c64d54afa45da483902dc7a5bc60d8462f210fa3
qualabs/video-headline,video-headline,aa5b53a54b6151f71c98374d21448f7643b1078f
teamreboott/data-modori,data-modori,4468a4da08233e43d3a0e5a76fbcd3ddb62fa246
LzVv123456/Contrastive-Prototypical-Prompt,Contrastive-Prototypical-Prompt,888d3c256064f8782ce49431c014f7f08d2f0bf8
newcastleuniversity/DISPEL,DISPEL,35e8bbaa5b7c60ce76533a35d2744392dbffab03
vb000/SemanticHearing,SemanticHearing,07e9786c7a741f0a7c722dcde66a2679ca068c50
deepseek-ai/DeepSeek-Coder,DeepSeek-Coder,b7ba565956fe61153064f288862daf1896de5393
yifei-he/GOAT,GOAT,049a6e1d4d2cfbd5d9c4fab332bf09c616d34f6e
Shaokang-Agent/S2L,S2L,4771da5d39b1f74b7747bf8130bdca203abc8b0f
fury-05/BookRecomendApp,BookRecomendApp,94a3e3020da62cc2024fe6ba0050c501c7ff9b1e
bersegosx/passosh,passosh,7a236a559af29adeaf6d4aa4a337d85b046e5e28
Fsoft-AIC/LSDM,LSDM,64f9f1799c96d1b8b06edfccecc4ac4002fbd100
timo-reymann/python-oauth2-cli-auth,python-oauth2-cli-auth,ef9f508d3b44c4862b5968d535059ece1e4040b9
zd11024/NaviLLM,NaviLLM,a221f42ad52893e861779921df336d63c0b4f3a6
biggzlar/plausible-uncertainties,plausible-uncertainties,037e78c636105b4ddaf58a59acae736700e3374a
jmcruvellier/little_monkey,little_monkey,a295239ddb13b529a02d5467eefacdd826c196df
juftin/hatch-pip-compile,hatch-pip-compile,f51afef88c15ab1f9eb0cad82892f103b41b6a28
facebookresearch/minimax,minimax,d053054c5290a04c1c4cd8b55704d999cad73e30
jzmzhong/Automatic-Prosody-Annotator-with-SSWP-CLAP,Automatic-Prosody-Annotator-with-SSWP-CLAP,cfa13c5da9509e1336503c1c671a86675d59207b
leopedroso45/Stable-Diffusion-ImageGen,Stable-Diffusion-ImageGen,ea5c2db6b2f3b12ebe441e6926dfb607994ec3af
Vitesco-Technologies/ldap-password-rotation,ldap-password-rotation,8e3b46b870184e17325d9b33ef868a69df26df8d
mbreuss/consistency_trajectory_models_toy_task,consistency_trajectory_models_toy_task,31043817ed86411b8cdcec326e1ea27f83910956
HisAtri/lrcapi-server,lrcapi-server,683d9d5569832eb917ed1b4e28f1ccb96d8553e3
ShipBit/wingman-ai,wingman-ai,b30a1e49068b3448b9c22e3f2d19052e6c97d322
alpinevm/anvil-web3,anvil-web3,052b346a315c5df667793651098008400319fa0f
Agora-X/Bing-Chat-API,Bing-Chat-API,69d4b57a3489819c32c70de1d75eeaad9562fd01
NLP-Core-Team/RealCode_eval,RealCode_eval,abcd09c033bcad0124138e9435ce47adec16c215
Fraunhofer-SCAI/corr_shap,corr_shap,19be2df563fea6d49033de5e8d6bace6f35b56e4
Theia-4869/MoSA,MoSA,286cc0fdb3297dc12fb7bc5d79f101049a92467d
aiueola/neurips2023-future-dependent-ope,neurips2023-future-dependent-ope,2954615c60647a06d3f08136433ef42e3cc7be37
Ravi-Teja-konda/OSGPT,OSGPT,f45aee69edeb22df0e656d127d4c03d0dc3c279c
giangdip2410/HyperRouter,HyperRouter,13a7d3c4524cf712a0534edcd18a77f6b45a120b
ielab/llm-qlm,llm-qlm,99b672b8a599465c80063371ee633d2426df5a67
facebookresearch/ca_body,ca_body,776dd0d620da438277fda8460e89ab71bf3448f9
Con6924/SPM,SPM,3dd762e6895b23cd20cf1653a16addc5c16a12f3
allenai/Holodeck,Holodeck,362b8ed948b867b69a72f1f9491f4caa88419bfc
aws-samples/amazon-bedrock-serverless-prompt-chaining,amazon-bedrock-serverless-prompt-chaining,645fb100895aff6d694cd00933fe3049b8f1c07a
microsoft/PLEX,PLEX,a26df3f3e57f3168d70f0d1baa38111d6f38e8a5
AetherBlack/abuseACL,abuseACL,7858612854a76b6673b01631e5575e4937ce91da
intel/llm-on-ray,llm-on-ray,17cb96cc18ac101bc0a13ff9d49c2bc7bf155abb
IAAR-Shanghai/UHGEval,UHGEval,5b8d9d9957322e50fd8a678994896f588eeaf8a9
DidacticFishstick/ultrastar-wingman,ultrastar-wingman,8a578836401194bcd881e328fed4fe79fb98471c
SafeAILab/EAGLE,EAGLE,79d6f7900be89d8d8cabe2d14be929d9b3861a21
svetlovtech/gptize,gptize,c356e1a216059ebe9275a79fa2ea4d1c9df652bd
BigRoy/usd-qtpy,usd-qtpy,fb068282f70c9b1928f83b6bf8fdc4f363c6b429
NJU-3DV/Relightable3DGaussian,Relightable3DGaussian,a102f14c7e34b7bd5e421990e6f1593d39ebab83
vtarasv/pocket-cfdm,pocket-cfdm,4cd9f9ca845f78452cdba53f859607b71376f2b4
eliphatfs/calibur,calibur,f912b76ff61e6f8994e81f31825c26e59d44a26c
bloomberg/blazingmq-sdk-python,blazingmq-sdk-python,7f167a3537ae3a5a1cad2ba1bd81da6400597cc4
kayprogrammer/socialnet-v2,socialnet-v2,8c941be40179ade5583186976becb7935441e880
tencent-ailab/PCDMs,PCDMs,6c53f616cc171eba25b4411e78e2fb5185428968
hughxiouge/CompoundE3D,CompoundE3D,04fb2bab827f9ffe614ebdb239ea4969d47762b5
chenhongqiao/ToolDec,ToolDec,de6b2ff636ba512b1b2f6b3919e594eab69d214f
google-deepmind/concordia,concordia,9176a3126d995b35f88f0f2382f555b701bcab59
jupyter-server/pycrdt-websocket,pycrdt-websocket,0a311654e355c93f305016dbb41122b7a9894d29
kyegomez/KosmosG,KosmosG,7e477a6fd8eb8146fecaf5d64b7da39635c2800e
NVlabs/curobo,curobo,2fbffc35225398cf9d5f382804faa9de2608753b
garinops/chat-E-AI,chat-E-AI,48a52106c901a245d84fb903efe11946167a96ab
LyzrCore/lyzr,lyzr,95428aba934fbcb55604ee32eea5cd713cc23920
OpenDriveLab/LaneSegNet,LaneSegNet,699e5862ba2c173490b7e1f47b06184be8b7306e
chziakas/backbone-learn,backbone-learn,576749c7a1ffa1e57ea4c018a88a052d20fad2e2
KohakuBlueleaf/Kohaku-NAI,Kohaku-NAI,2187c414078a170197851ebc41beafa0f161f780
wusize/CLIM,CLIM,7baade3d4b1cae93de3682ac37257db54932b944
Gene-Weaver/VoucherVision,VoucherVision,c4c9755061183ea15ac976d860da6bc07391476b
stanford-oval/WikiChat,WikiChat,c77f21b2436c7be72c39b81f3b31b9b05dccaeef
abdulhaim/LMRL-Gym,LMRL-Gym,911d726b5b3732b468acada46ca60fa3cbc2f847
raven38/EfficientDynamic3DGaussian,EfficientDynamic3DGaussian,c79a9f00970f293e6ff354e71c43c13f4191a676
SalesforceAIResearch/pretrain-time-series-cloudops,pretrain-time-series-cloudops,aa841957c0d7100bc798f84ec88f3819d532875b
MachinePerceptionLab/Attentive_DFPrior,Attentive_DFPrior,401c71384ba511a5def8bcf8657ad11eef4e24eb
S2-group/UPISAS,UPISAS,63d7b6606fc04c447cfa9957339e07be5c053757
sherwinbahmani/4dfy,4dfy,13abf47fd979ef40ff0af03d14a7d74f8cef400a
zbzhu99/madiff,madiff,4c95cee24f27dbce44d2a2273322f68c60991862
xhuangcv/humannorm,humannorm,54fa817afa23cb2dd935482debb9f4bb31d7d47c
ohadmata/shmessy,shmessy,52e3f003e059c7bf678e2995b26dee2bff04f28a
rabilrbl/deepseek-api,deepseek-api,04831f31a12137f2f753b4abce27e250ec80a0bd
alexzhou907/DreamPropeller,DreamPropeller,d23f202027da7b0893a0700a1967ab82d24342e7
SamsungLabs/ShellRecontruction,ShellRecontruction,33817d62d39de930a2cc2c5f23f526b3afa808ff
LIU-Yuxin/SyncMVD,SyncMVD,04d7c4e7b1739d9bc2ed52f5bbd9639356a91d88
morikeli/persona,persona,f5517c7b7e8027f2efc82d4d5feb968c5ee18368
vvvm23/TchAIkovsky,TchAIkovsky,437d8ba87cf0188837594a5ec82db82a138b21b2
jgujerry/pythonframeworks,pythonframeworks,7b05a99027c852b4fd09405597916a0d212eec2b
gunderson-dettmer/CE2OCF,CE2OCF,44486faf3e5e26a190bce3c1b43c89268a919c60
princeton-nlp/LLM-Shearing,LLM-Shearing,b87218b566c73f6b246aaad3e4c42883f65a48a6
enkeejunior1/Diffusion-Pullback,Diffusion-Pullback,859c0122b5cb1c8e6488dede29959c785af9aed1
mmathew23/improved_edm,improved_edm,46719352df2d39eb84f45368808b0df9727a1273
chenchenygu/watermark-learnability,watermark-learnability,261b469105d4ff25dabedc131139f2c482a37575
ssajedi/SAiF-GPT,SAiF-GPT,d2c2b50e5ab6dfc3b82e8ae83542b213dd9bafef
Mat931/digitalstrom-homeassistant,digitalstrom-homeassistant,21b2660475902c610ed188bed88ea0205920521d
line/Skeleton-Temporal-Action-Localization,Skeleton-Temporal-Action-Localization,0a31f5a59b63abcae33d84863d6a70808278b655
Secilia-Cxy/UNetTFI,UNetTFI,f8cd660bfe59e38b85045b18f3e72e4d0e682a49
smonsays/modular-hyperteacher,modular-hyperteacher,2680b5c6a5fd88f1487a6f794cf70d20b7bc261e
VITA-Group/FSGS,FSGS,a536a64c5b366b1088be64eeadf9e791ca26897c
NousResearch/Obsidian,Obsidian,06124f2a8f04f9a026265bbca931dfdf9eef249e
Paiman-Rasoli/flatway,flatway,c1122e8dfde380a6baa1ed4aaf6f9ce33859bef3
zhijie-group/LOVECon,LOVECon,eca21033a485be90c83192f9ed36ba8ecc9acbb4
LkPrtctrd/BSL-V53,BSL-V53,cdba7658ad7c5cc5fca617a3971191d094d58c10
wdlctc/rtp,rtp,b92e77c887e88291968498df069886fe4d55df0e
Wisely-ingenieria/ws-agents-workshop,ws-agents-workshop,c91c4e7ed27886e6297cba328523cfb20c6f2914
earthcube-lab/textnoisr,textnoisr,c28d04de8e4f33e72bf2521421414ab21e589089
barkure/white-dove-backend,white-dove-backend,149d9703f7b867fed7afba1b0d933a3045c92724
mkang315/ASF-YOLO,ASF-YOLO,e07224d157a658db2b4f8718aea014706a3bd164
Paulo-Lopes-Estevao/ci-generator,ci-generator,93a91d31b65cf5fb4b71cc45d87d4347c83b9997
wangzhecheng/SkyScript,SkyScript,b16d2e76c5a0cdd644e2422a4446fb092d2dc1e4
daltunay/my-superapp,my-superapp,b9db42e9c3762e3ddb67c23d4e0721a18dff4557
Infleqtion/qLDPC,qLDPC,64aeacccc52dd1135987e634a558a8f9a6b3ecd8
Muhammadali-Akbarov/aiogram-bot-template,aiogram-bot-template,372120959887d5fd2c2d40ed657cebc6481ecfdf
soobin419/DWT,DWT,280d28ddf9f09112d4035b56c41ddc7a48838cfa
OliverMao/FlaskAutoApiBuilder,FlaskAutoApiBuilder,ca84c7ff16b7a57ff285c14eeb73283217eb37d3
Lin-jun-xiang/chatgpt-line-bot,chatgpt-line-bot,85b0f304c4368a42ded5fffa752cb4e2764598cb
dhh1995/MeGraph,MeGraph,dd33782631a1434a7fc5dfbaec668215fd6aa2c0
lalalamdbf/PLSE_IDRR,PLSE_IDRR,767ca344ba620cfc7e06d725636ea760cff8eac9
johnyang101/pmpnndiff,pmpnndiff,ddc3392c11c98be50feb93888fddff26e74a3d1e
NicolasZucchet/Online-learning-LR-dependencies,Online-learning-LR-dependencies,5a1dd53af89a8cc31623ec55a45134397a7f7839
ubc-vision/StableKeypoints,StableKeypoints,951e3c21a5a4a3f79ca229639f23301336ae1be7
xuhangc/PythonResearchPaperPlot,PythonResearchPaperPlot,5502feab65d786a101ada48769887dce5946c274
jpivarski/ragged,ragged,a40720fb2960d40b8740f10995bee1d58a6b13e9
anilaltuner/personalized-news-agent,personalized-news-agent,c250a6f1a1d333f151660d2291d978d045158b4b
RoboticExplorationLab/ReLUQP-py,ReLUQP-py,f30914895b1e267ee14e4ce14281943b6d0dc02a
dx-dtran/gpt2-mlx,gpt2-mlx,e18347a91e7e3cf0b0b54625e3ba53a51419ac23
Perseus037/nonebot_plugin_batarot,nonebot_plugin_batarot,4e5a00b017adfd51918a4a41c0258bd6056fdbd4
lipku/metahuman-stream,metahuman-stream,12e6727b10fc3b09280d8ecaba522fded758bdff
Zaczero/openstreetmap-ng,openstreetmap-ng,2e0063a64f62da998134ba5306ec1c9a7d93bf5e
ziqi-zhang/TAOISM,TAOISM,5336cec9912613981d28d851c2247bc750bc1ca5
kramerlab/PeerLearning,PeerLearning,cc4d51d9b8e9f64e279ba6182c6c19f769c4da8e
WSH032/fastapi-proxy-lib,fastapi-proxy-lib,64a7be4ff6de596c48f19c0274a77b9b90b2a30b
ingra14m/Specular-Gaussians,Specular-Gaussians,0b40ce3ac034761798002f82b4f5b32e80547688
ielab/llm-rankers,llm-rankers,4f632a41f688ce2ad81040dd66327ae67d85a877
thuiar/TCL-MAP,TCL-MAP,37095a591c9eb8d93f71190a78ee07bd8e78a6ea
willfinnigan/RetroBioCat_2,RetroBioCat_2,afb6d8b1a5ab43b3817301e3c5fd561053ec6703
DongGeun-Yoon/DGDM,DGDM,ed79e62301fde368c2c7e437c4105367cf310c97
cambridgeltl/ClaPS,ClaPS,f2d9127c292e96613045214ee9d12ceb17543056
djkcyl/ABot-NT,ABot-NT,05b7d970c26e9b157b8316df92a837a79f77ebee
medsagou/massar-direction-sagoubot,massar-direction-sagoubot,21c459e7751706be4aa38d9381e31f6a93e62119
LTH14/rcg,rcg,0c4433c1d7fed93ed0dc81a6bde2acfe335d3798
ai2cm/ace,ace,0c36153610a2bd8160d1639670011af9e03b19b2
LasticXYZ/price-simulation,price-simulation,78a08a98b46b722ce34e1d8c5bef7895d1a737f5
Kiteretsu77/VCISR-official,VCISR-official,6a45074bf2f2b0c9f00a5a3d340e98d819a13b1d
MobileTeleSystems/CoolGraph,CoolGraph,1aadc3b6e12ee61f5dd475c7cb9fd3b4dd15ba63
ORI-Muchim/BEGANSing,BEGANSing,7bdf8f0f43dfbf5e4050822f58ab0d418da245be
AbstractUmbra/GreatAsset,GreatAsset,9afe14dfcce3661964b1ac743e2da4524a424030
